comment,True_Label,Predict
My size is pretty small 32A and buying bra is always a problem w me.,3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn noi chung là đep cảm ơn sop ui nha.,5,5
Quả k ôm nói chúng k phải loại tốt.,1,1
Bye.,1,5
Love this product.,5,5
"° Son lên màu hồng đất , giá hợp lí, nhưng son có hiện tượng đổ mồ hôi lấm tấm như trong ảnh !!!",4,4
Xinh lắm shop ơi!,5,5
"Áo len đẹp giống hình, rất thích!",5,5
Không sử dụng đựng.,1,1
"Nhưng size nam nữ to bằng nhau, rộng k mặc đk.",2,2
Tay áo rất khó cử động.,3,3
Ao len rat min va dep thank shop nhieu.,5,5
"Sản phẩm đẹp như shop giới thiệu, giao hàng rất nhanh và đúng màu yêu cầu.",5,5
"Chứ mua đôi này thì giá thấy hơi cao, giày này size thì chuẩn mà bị loang phần màu mũi giày, keo dán nhìn rõ, có chỗ nhựa còn hơi bị bong ra xíu.",2,2
Làm ăn ko có tâm !,1,1
Hàng đẹp.,3,5
Áo mặc lên thoải mái tuy nhiên khuyên bạn nào ngực nhỏ k nên chọn loại này vì sẽ k dc đẹp do k có độn mà :)) Ủng hộ Shop!,3,3
Ko giống tý nào .,1,1
"Chất lượng sản phẩm tuyệt vời, đẹp hơn tất cả shop khác :)).",5,5
Đã nhận hàng không giồng hình lắm nhưng nói chung là được so với giá cả.,3,3
Vải đẹp so với giá tiền.,5,5
"Mình 48kg nghe đánh giá nên đặt size M mà vẫn thấy hơi kích xíu vì mình thích mặc rộng rãi, vải đẹp, màu đẹp chỉ là viền cổ màu vàng ko thích xíu thôi nhưng mua dc giá fs còn áp mã gg nữa nên cũng hài lòng rồi, bộ này chỉ dưới 50kg thôi mập hơn là mặc chật đó nha mọi người.",5,5
"Shop nhiệt tình tư vấn và giúp đỡ khách, Chất lượng sản phẩm tuyệt vời.",4,4
Túi hộp đựng được nhiều đồ nhé mọi người.,3,3
Cảm ơn shop nhiều.,4,5
Vải hơi mỏng.,2,2
Shop phục vụ rất tốt.,4,5
Shop rất nhiệt tình và chu đáo .,5,5
đặt chục cái mà cho nguyên 1 màu sữa đúng màu mình ghét.,1,1
Nên mua.,3,5
Vải mỏng phù hợp với giá tiền.,3,3
Áo dứi 53kg.,3,3
Giá cả chấp nhận được Thời gian giao hàng tạm được.,4,4
"Chất lượng sản phẩm tuyệt vời, giao hàng nhanh, chất vải ok.",5,5
Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền Thời gian giao hàng rất chậm.,1,1
Fair product quality.,3,5
Quần mặc rất thoải mái.,5,5
Kiểu ko như mong muốn.,2,2
Lúc nào đặt hàng shop cũng rất ưng 😍😍.,5,5
Ngon bổ rẻ có thật.,5,5
"Được mua sản phẩm tốt, còn được tặng quà nữa.",5,5
Vẫn lấy 20k tiền Ship .,3,3
Shop phục vụ khá tốt.,4,5
áo toàn thấy chỉ k à.,3,3
"Chất lượng sản phẩm tốt, áo như hình mẫu đã đăng.",4,4
Giao hàng nhanh.,4,5
Ao xấu.,1,1
Có trách nhiệm.,4,1
Chất lượng sản phẩm tạm được.,2,3
Bộ ăn dặm của bé dễ thương.,5,5
Hộp bút cực xinh luôn mà to nữa đựng đồ ko biết nhiêu cho đầy.,5,5
Áo đẹp cực kì luôn ạ ❤️.,5,5
Chất đẹp giá rất ok.,5,5
Áo y hình.,4,5
Nhưng mặc vào người thì áo k co giãn nên cảm giác k thoải mái.,2,2
Sáp loại nào cũng thơm.,5,5
chất lượng kém Shop phục vụ rất kém.,1,1
"Mang êm, from đẹp.",4,4
"Áo phom rất to và dài, Chất k dc đẹp lắm.",2,2
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Thanks shop.,5,5
Quá tốt so với giá tiền 10*.,5,5
"Áo bé, ngắn.",4,5
Đáng mua nha bạn.,5,5
Hàng nhận không giong hinh.,1,1
Chuẩn.,4,5
Hàng rất tôit.,5,5
"Quần vải hơi thô, co dãn tốt.",5,5
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,5,5
"Hàng đẹp xinh,mình m63 nặng 50kg mặc hơi chật,đc tặng thêm gói bột hoa hồng k biết để đắp mặt hay bột gì!",5,5
Váy k giao nhưng cx k được báo trước!,1,1
Rất đáng tiền.,5,5
Nữ OK.,3,3
Ko lắp đc.,1,1
Chất vải ok.,4,5
Đẹp lắm ạ .,5,5
Sẽ ủng hộ tiếp nếu trường có nhu cầu mua đồng phục.,5,5
"Khăn đẹp, dày dặn, mềm mịn giá cả hợp lý, nhắn tin cho shop k thấy trả lời cho shop 4 sao thôi.",3,3
Tặng shop 5*😆👍.,5,5
Rất hài lòng ❤️❤️❤️❤️.,5,5
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Tuy nhiên có dấu hiệu xé bọc giấy bên ngoài ảnh hưởng tới da của ví.,3,3
Chất lượng sản phẩm tuyệt vời.,5,5
Mỗi khi tắt android box đi xong mở lại rất khó khăn.,3,3
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Có 1 áo bị dín màu đỏ.,3,3
Hàng y hình.,5,5
Áo j mà vừa đẹp vừa rẻ thế k biết 😂 giao hàng nhanh. 10 sao.,5,5
Mua từ sag tới đêm (gần 23h30) mới đuọc nạp.,2,2
"Váy đẹp, tuy nhiên các bạn nên mua nhỏ hơn 1 size vì nếu mua đúng size sẽ bị rộng.",4,4
"Rất đẹp ạk , cảm ơn shop nhiều.",5,5
"Hàng nhận là nước xả dùng cho máy giặt, trên sp ko ghi, dùng đỡ vậy chứ nhà toàn giặt tay thôi.",2,2
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
"Đầm quá đẹp , chất vải mát mịn , shop tư vấn nhiệt tình .",5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Vải rất đẹp.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Thời gian giao hàng nhanh.,5,5
"Shop không uy tín, giao hàng thiếu 02 áo ""sơ mi ôm vải cotton tay dài cổ chữ V hàn quốc cho nữ mùa thu"".",1,1
"Nhìn ba cái áo lỡ mua k đổi được, chật k mặc đuợc mà lòng buồn mênh mang.",1,1
Áo quá đẹp shop ơi.,5,5
Giao hàng đúng yêu cầu.,3,5
Sản phẩm được có điều giày trắng hồng mà màu trắng nhiều hơn màu hồng 😅 dây giầy dài nhưng sản phẩm vậy được rồi !,4,4
K biết tại sao rách lyoon.,3,3
Vải của mấy màu kia nó thô hơn.,2,2
Em mua đồ của shop nhiều lần rồi.,5,5
Ok so vs giá tiền.,5,5
"Mực ngon, ngọt lắm nhé.",5,5
Áo đẹp Thời gian giao hàng rất nhanh.,4,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn và sẽ còn ủng hộ nhiều 😉.,5,5
"Giao hàng rất ân cần, vui vẻ.",5,5
"Hàng đẹp, hài lòng, cảm ơn shop.",5,5
Vì ống tay dài nên mùa hè mặc sẽ hơi nóng.,3,3
"Vải áo hơi dày, lỗi do e quên đặt size nên bị chật 1 xíu.",3,3
"Đường may xấu, chỉ tua rua.",2,2
Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Đóng gói sản phẩm rất kém.,1,1
Dâm mac dep lam.,5,5
Sai mẫu.,2,1
Đóng gói sản phẩm rất đẹp và chắc chắn.,3,5
Chất ổn với giá 64k.,4,4
Shop phục vụ rất tốt.,4,5
Màu lên màu hồng ko phải màu cam hicc...,2,2
Okk lắm nha.,3,5
Đóng gói đẹp nè.,4,4
Mình rất thích.,5,5
Chất lượng may ẩu và xấu.,1,1
"Áo đẹp ,mát.",4,4
Sờ chất ok.,3,3
Dạo hàng tào lao.,1,5
Đep quá xuất sắc.,5,5
Phù hợp giá tiền ak.,5,5
Shop tư vấn siêu nhiệt tình.,4,4
Cũng OK hack những mà đặt theo zie sop đưa thi rông qua.,3,3
Áo này mặc ko vừa !,2,2
Chưa thấy shop nào hãm l thế này.,1,1
"Chất lượng sản phẩm tuyệt vời, váy giốg với hình, rất đáng tiền ạ.",5,5
Trong hình nhìn nhỏ vừa.nhận hàng hk giống hình.,2,2
Tóc quá ít sử dụng lộ hết tóc thật.,3,3
Váy quá ngắn.,1,1
Với số tiền 30 thì không thể đòi hỏi cao được .,3,3
Chất lượng sản phẩm tuyệt vời so với giá tiền.,5,5
Thà để tiền mua được cốc trà sữa cho bõ tức. - Đây là lời đánh giá CHÂN THÀNH và CHÍNH XÁC cho các bạn muốn mua sản phẩm này.,1,1
"Chất lượng sản phẩm tuyệt vời, mông 93cm mặc vừa luôn 😆.",5,5
xinh nạ 💋💋.,5,5
Sẽ ủng hộ cho shop dài dài.,4,5
Sẽ giới thiệu shop với bạn bè.,3,5
Em da mua hang nhieu lan tai shop.,5,5
Chất vải mềm dày dặn ôm dáng.,5,5
Giao ko đúng màu.đặt màu hồng mà s giao màu gạch.ko OK lắm.chất vải thì ok.,3,3
Thái độ như vậy cho thấy cách hành xử rất kém!,1,1
Chất lượng quá tuyệt vời shop giao nhiều màu e thích lắm hihi :3 chất ok thất cả đều ok.,5,5
Hơi dài nữa.,5,3
Ngắn và mỏng.,1,1
Hoàn toàn hài lòng. 5 sao cho shop!!!,5,5
Chát vải đẹp và phải chăng.,4,4
Giao hàng lâu wa.,2,2
"Chất lượng sản phẩm tuyệt vời, dép nhẹ, chắc chắn dễ đi, nhưng chắc k đi đc trời mưa.",5,5
Shoppe nên kiểm tra chất lượng sản phẩm.,2,2
Đẹp 👏👏.,4,5
Hàng đẹp giao hàng nhanh shop nhiệt tình dễ thương lắm.,5,5
Rất chán.,1,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền.,5,5
Rất ổn !,5,3
"Mua lần 2 sản phẩm thật sự tuyệt, dự là sẽ có lần mua thứ 3, thứ 4 thứ n hihihihi quá ưng ... ❤️❤️❤️❤️.",5,5
"Áo khá đẹp, shop có tâm.",5,5
Mua cho đax đời và mặc rộng thùng thình phần ngực + với cái dây dài hơn so với phàn ngực :)))).,2,2
Rất hài lòng về chất lượng sản phẩm.,5,5
Thời gian giao hàng nhanh sản phẩm tốt nhưng hơi nhỏ size L dưới 65kg mà như 55kg.,4,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Mua 1 quan dài 1 lửng .,1,1
Áo xinh vải dày dặn.,4,4
Chất lượng sản phẩm tuyệt vời.,5,5
áo rất đẹp.,4,5
"Shop phục vụ rất tốt, mn an tâm mua nhé ♥️ Cảm ơn shop nhiều 💕.",5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,5,5
"Chất lượng sản phẩm tuyệt vời, hàng giao nhanh vãi :).",4,4
Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh.,5,4
"Bình thường mình mặc size 34 vừa, nhưng form áo này hơi nhỏ thì phải.",2,2
Shop rất tuyệt vời và uy tín nữa.,5,5
"Phần thân dưới khg ra làm sao cả, phải đem đi sửa.",1,1
Sẽ ủng hộ nữa 👍🏻.,5,5
"dây dài thòng mà k có chỗ rút dây như áo khác, mặc vô ngực ở trên áo thòng tít xuống rốn, vãi c.",1,1
Sản phẩm giống như qcao.,3,5
"Chất lượng sản phẩm tạm được , to quá, h làm sao 😢😢😢.",4,4
"quần mặc rộng hơn mình nghĩ, ko ôm lắm, khi mặc bị cuộn, thừa.",2,2
Chất lượng sản phẩm rất kém Ko hai long.,1,1
Tiền nào cua nấy.,3,3
Hàng không có size mà shop dám nói có size . tìm mỏi mắt ko thấy size nó ở chỗ nào. size M to như XL.,1,1
"Đóng gói sản phẩm kém, mua 1 áo xanh+trắng thì giao áo xanh còn áo trắng ko có tiền thanh toán hàng = 2 áo mua. trong khi mua shop giao thiếu hàng.",1,1
:)) Mua hàng thì gửi 1 kiểu :)) size thì 41 mà gửi 43 :)) full box thì converse thì gửi vans :)) làm ăn vậy k sợ thất đức :)) nhắn tin thì k rep :)).,2,2
"Chưa giặt, nên ko biết có bị phai màu hay ko.",3,3
M.,5,5
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,5,5
Dặn shop gửi 3 màu khác nhau thì lại giao 3 cái cùng màu đen.chán quá.,2,2
Chất lượng sản phẩm tuyệt vời lắm Shop phục vụ rất tốt.,5,5
kho sai wa.,1,1
Chất vải hơi thô chứ kp vải mềm.,2,2
"Áo bị lem bẩn làm sao giặt sạch đc hả shop, giặt đc đỡ p trả hàng.",2,2
Như đồng hồ cũ vậy.,1,1
Sản phẩm đẹp.,4,5
"Hàng đẹp, N size c mặc rộng e ạ.",4,4
feedback siêu yêu cho shop!!!,5,5
Cảm ơn shop.,5,5
Chúc shop đắt hàng nhe!!!,5,5
Giá mà ko có cái đường 2 bên hông thì đẹp hơn nữa.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,5,5
"Thời gian giao hàng rất nhanh nhưng chất lượng sản phẩm ko tốt lắm, bịch dày nhưng dễ rách.",1,1
"Màu cam đất như màu nâu luôn, khá tối ko sáng như hình.",1,1
"Thời gian giao hàng nhanh, shop rất nhiệt tình.",5,5
Shop phục vụ tạm được Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được.,3,3
Nói chung vs giá này thì tạm ổn.,3,3
Shop giao hàng quá tào lao.đặt 1 đuong giao 1 nẻo.,3,3
Sản phẩm đáng tiền.,5,5
"Áo đẹp lắm ạ, cảm ơn shop.",4,5
Duog may sau nhieu loi nhu hang cho.,1,1
Giày đẹp Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Gối nằm rất êm.,4,4
"Giao hàng nhanh, chất lượng tạm ổn.",3,3
"Giá tương xứng với chất lượng hàng, giao hàng nhanh!",4,4
Hàng đẹp nha.,5,5
"Xe đẹp và chắc chăn, bé rất thích.",5,5
Chữ in kh rõ giặt là bong ngay hết.,1,1
Đồ rất dễ thương và đáng yêu💕.,5,5
"Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn , áo khá to so với mình, nên bạn nào muốn mua size L mà tướng người nhỏ bé thì nên chọn soze M nha : , được tặng móc khóa hình Jinmin thích lắmm ><.",5,5
Xinh lắm luôn.,5,5
Vẫn ưng vì áo đẹp :)).,4,5
Giá còn rẻ.,4,5
Sản phẩm không giống với ảnh.,1,1
"Mỗi tội màu ko đc chuẩn, đỏ đô rất sẫm mình mặc bị già.",3,3
Rất chim ưng.,5,5
Nói chung là mk rất hài lòng nha.,5,5
Tiếc là chỉ có 1 ngăn mà ko có khóa kéo kín nên dễ rơi đồ :((((.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Lúc tăng âm lượng lên hơi rè nhưng với giá này là tốt rồi Cảm ơn shop nhiềuuuuuu❤️❤️❤️.,5,5
Mặc lên đẹp lắm luôn!,5,5
"Vải mỏng, đường may hơi ẩu, vừa xỏ tay áo vào đã thấy tuột chỉ ở cổ tay 🙄.",1,1
Về chất vải thì ổn và mặc thoáng mát .,4,4
Chất lượng sản phẩm tuyệt vời.,5,5
Chất vải k thích lắm nhưng quần mặc dáng đẹp.,4,4
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có điểm trừ là hàng rất bụi và dây nguồn và vga rất cũ mong shop rút kinh nghiệm.,2,2
Vải mềm.,4,5
Mùi thơm mình rất thích Sẽ tiếp tục mua tiếp a.,5,5
Áo nhỏ hơn hình rất nhiều :((.,2,2
Hàng đẹp như hình Rất đáng tiền Thời gian giao hàng rất nhanh cực kỳ ưng ý luôn.,5,5
C chủ nhiệt tình 😁😁😁.,4,5
Giao hàng nhanh.,4,5
"Áo đẹp vừa ý, chủ shop đẹp giai lại nhiệt tình, dễ thương!",5,5
Rate 5* vì giày rất đẹp hihi sẽ ủng hộ nữa ạ.,5,5
Hàng đúng mô tả!,4,4
"Chất lượng sản phẩm tạm được, rất mỏng và nhìn rất cũ.",2,2
Shop phục vụ ok.,4,5
Tuy nhiên có Áo nhỏ có Áo lại to.,3,3
Chất vải đẹp.,3,5
Giao hàng nhanh gọn.,5,5
"Chất thun mặc nóng, size nhỏ.",2,2
Bút dùng rất ok.,5,5
Áo bị rách tay Chất lượng sản phẩm rất kém.,1,1
Vỏ hộp thì sước hết.,2,3
Đợi 1 tháng xem kết quả rồi đánh giá lại.,4,4
Với mức giá 85k thì chấp nhận được.,4,3
Chưa thử nhưng thấy chất vải khá ok.,5,5
Tam Được,4,4
Chất lượng sản phẩm tạm được Thời gian giao hàng tạm được Shop phục vụ khá tốt Đóng gói sản phẩm chắc chắn Giá cả chấp nhận được.,3,3
Nhưng GHTK thu tròn 110.000 đ.,2,2
Giá rẻ sản phẩm chất lượng.,3,5
Lấy ko đúng màu vậy shop.,2,2
Chất ok.,4,5
"Có điều shop chú ý kiểm tra hàng trước khi giao cho khách nhé, bộ màu vàng của mình bị thủng 2 lỗ ở quần nhưng thôi lỗ cũng nhỏ mà đồ mặc ở nhà nên cũng ko sao.",3,3
Nchug là great.,5,5
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất chậm Rất không đáng tiền Shop phục vụ kém Chất lượng sản phẩm tạm được.,4,4
Chất liệu quá là chim ưng luôn.,5,5
Thời gian giao hàng rất nhanh.,4,5
Shop phục vụ rất Tốt.,4,5
Hàng không đúng như miêu tả.,1,1
"áo chất lượng, đẹp y hình <3.",5,5
"chất vải và form rất đẹp, tư vấn nhiệt tình.",4,4
vải dày dặn Chất lượng sản phẩm tuyệt vời.,5,5
Chất vải thì được nhưng may không đẹp lắm.,3,3
Vải ok so vs giá.,4,5
Áo bị mốc.,2,1
Sản phẩm nhìn bình thường hơi thất vọng vì nhìn trong ảnh rất lung linh.,3,3
9k 1 cái thì quá ok rồi .Chất lượng sản phẩm tuyệt vời.,5,5
"Tư vấn ko nhiệt tình, trả lời cộc lốc với ng mua.",1,1
"Bộ đùi mặc rất thích, đẹp,thoảng mái, ko nóng.",4,4
Shop giao thiếu bút này.,3,3
Fom rất ôm và đẹp.,5,5
A chủ thì nhiệt tình .,5,5
"Chất vải xấu, xù.",2,2
"Giao đúng mẫu, vải đẹp.",4,4
Thời gian giao hàng rất nhanh.,5,5
Ai đang băn khoăn thì cứ mua nhé.,5,5
Đóng gói sản phẩm kém.,1,1
Ủa t đâu có order áo chống nắng đâu🤣🤣.,3,3
Nói chung là hợp với giá.,5,5
Khóa hỏng ngay lần đầu dùng.chưa mặc được lần nào.,1,1
Chất lượng sản phẩm tuyệt vời.,4,5
Giao không giống hình.,3,3
"dặn shop gửi tất màu tối rồi nhưng vẫn gửi màu sáng,.",2,2
Sp chất lượng.,5,5
"Sản phẩm đẹp, giá rẻ so với mua ở shop.",5,5
Tôi thấy rất ưng ý về sản phẩm này.,5,5
Mình giặt lần đầu bị phai màu đen.,2,2
Nhìn chiếc áo không giống trên ảnh.,3,3
Dep.,5,5
"Chất lượng sản phẩm tuyệt vời, bao bì gói rất đẹp 😂😂.",5,5
"Vải đẹp, shop nhiệt tình, giao hàng nhanh nữa.",5,5
"Điểm trừ duy nhất là phần chỉ may, nhất là ở phần tay, bị lộ ra ngoài nên nhìn hơi giống hàng ""chợ"".",3,3
"Chất dày dặn, màu sắc sáng đẹp.",4,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Rat nen ung ho.,5,5
Chất lượng tạm được .,3,3
"Shop phục vụ rất tốt, chất lượng ok, giá rẻ.",5,5
Chất áo thích lắm ạ.,4,4
Shop phục vụ rất tốt.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Giày không đúng size.,1,1
Cho shop 5 ⭐️.,5,5
Thất vọng!,1,1
"Tất đẹp, chất tốt, vận chuyển nhanh.",5,5
Sz S rộng hơn sz M kia shop ah.,2,2
Balo may bị méo không đều vận chuyển khiến balo bị méo bị bẹt bị lõm k khắc phục đk nhưg nhìn chung châdt luọng sp rât tốt.,5,5
"Shop chăm sóc KH tốt, cho 5 sao vì thái độ !",4,4
"Chất lượng sản phẩm tương xứng giá tiền, mua mặc thay đổi kiểu thì ok.",5,5
Có đổi để lấy áo khác đckh ạ ?,1,1
Sản phẩm ok đóg gói cẩn thận sẽ ủng hộ dài😁😁.,4,4
Chất lượng sản phẩm tốt Nhưng shop gửi nhầm size giày thái độ shipper ko tốt.,4,4
Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tuyệt vời.,5,5
Chất lượng sản phẩm kém vải from bao xấu.,1,1
"Áo hơi bự chút nhưng xinh ạ, 😁.",4,4
Hàng đẹp y chang hình ♡.,5,5
Sai mẫu đặt.,1,1
Quần áo đúng y như ảnh mẫu.,4,4
"Hàng chuẩn, đẹp, bao xinh.",5,5
Đầu tiên mình muốn nói chất lượng rất tuyệt chỉ đóng góp 1 xíu í kiến hoi là ngày đuôi giày hong có 3 sọc như bản của adidas và đế lại là chữ beest hơi buồn nhưng đối với đôi giày sp như vậy là ổn nếu kh ngại 2 lí do trên các bạn thoải mái mua hàng nha 5* cho chị chủ và 4* cho sản phẩm đúng size nha.,4,4
Vải co dãn nhưng bị ra màu .,2,2
"Vải mát, form đẹp.",3,3
Sim đúng miêu tả.,3,3
Rất đáng tiền❤️.,5,5
Áo rộng.,3,3
Chất tạm dk Đóng gói sản phẩm rất đẹp và chắc chắn.,4,4
Giá hơi cao.,3,3
Chất lượng sản phẩm tuyệt vời.,5,5
Mình rất hài lòng với sản phẩm của shop!,5,5
"Hàng đẹp y hình, Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn.",5,5
Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,5,5
Okok.,5,5
Sản phẩm rất Ok 👍.,4,4
Đóng gói khg kỷ.,2,2
San pham ổn.,4,4
Như áo đàn ông.,2,1
Mình khuyên a e nên mua giao hàng rất nhanh shop này làm ăn uy tin lắm cho 5s 😇😇.,5,5
"Chỉ riêng đợt này rất bất mãn, đồ không giống hình lắm, mua màu đỏ lại giao màu đen.",1,1
Ra phố ai cũng hỏi phải áo real ko?,5,1
Chất lượng sản phẩm tuyệt vời.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Hàng có rất nhanh .,5,5
Lúc nhận hàng kêu áo ngắn chụp ảnh gửi cho k trả lời luôn.,1,1
Vận chuyển quá kém.,1,1
Lông mượt đẹp cực.,5,5
Áo đẹp ạ ❤❤❤ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Chất lượng sản phẩm kém.,1,1
Chất liệu ko đep lắm.,2,2
Nhưng quần chật quá.,2,1
"Túi đẹp, chắc chắn.",5,5
"Dùng tốt, không có hdsd.",4,5
Giao hàng cực nhanh luôn.,5,5
Nhìn như giây bỏ đi vây.,1,1
Sẽ ủng hộ shop trong thời gian tới.,5,5
áo thun màu ko giống như hình sọc đỏ đen.,2,2
Thời gian giao hàng nhanh.,4,5
Mình 1m62 nặng 49kg mình đặt sz L mới vừa dài và bụng hơi kích chứ theo số shop cung cấp đặt sz M sẽ bị chật và ngắn.,3,3
Chỉ Thừa Còn Thừa Nhiều .,2,2
Quần mặc vừa thoải mái mềm lắm.,5,5
"Shop phục vụ rất tốt, giao lộn hàng chỉ 1 vị nhưng shop đã nhiệt tình giải quyết, tương đối hài lòng, mong shop đừng lộn nữa.",3,3
Giao hàng nhanh.cx khá ổn nhé!,4,4
Màu ko giống hình lắm nhưng vẫn đẹp.,4,4
Sản phẩm nhìn giống hình nhé.,4,3
Tạm.,4,3
Giao nhầm hàng.,2,1
Đáng đồng tiền.,5,5
K hài lòng về màu sắc vì sp bị trùng lặp màu nhiều.,1,1
Sản phẩm tôt giao hang nhanh.,4,5
Ko hai long lăm.,2,2
Vải hơi mỏng nhưng rất phù họp cho mùa hè sấp tới.,5,5
Yummy yummy.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,5,5
"Vây vàng chất đẹp, khoá kéo hơn khó kéo lúc đầu kéo muốn tụt hơi luôn 🤣🤣.",4,4
"Màu đẹp, chất vải ok!",5,5
2 bên giầy không cân lắm.,3,3
Hàng bị mớp shop a.,2,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ tốt.,5,5
Sản phẩm khá tốt.,5,5
Shop giao còn thiếu 2 bộ lót giày cho mình nhé.,2,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,5,5
"Chất lượng tốt, nhưng ngoài bao thì viết size L mà bên trong áo thì viết size M, nên mình k biết shop cho phải gửi nhầm size cho mình k nữa.",4,4
Chất lượng sản phẩm tuyệt vời.,5,5
Nhiều nilon.,2,2
Áo hợp với giá tiền.,5,5
Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn .Shop phục vụ rất tốt.,5,5
Dai hơi ngắn xíu.,4,4
Mới nguyên mà hỏng luôn 1 bên tai rồi.,2,2
"Thời gian giao hàng nhanh, chịu khó gọi điện nhân hàng, chất lượng tạm ổn, bass chưa đc hay lắm, trebe rõ.",3,3
Rất hay tặng thêm quà.,4,4
Sản phẩm đẹp chất lượng ok giao hàng cũng nhanh nên mua.,5,5
Áo thun ôm body thun tốt.,5,5
Nhưng đường khâu thì hơi lỗi một chút.,3,3
"Áo y hình nha, vải mềm mịn cho 5 sao.",5,5
Rất đáng tiền.,5,5
"Chất vải ok, áo đẹp, chủ shop có tâm và chu đáo.",5,5
K đúng mẫu.,1,1
"Size này nếu 58kg thì chắc chật chứ k thoải mái được, tầm 44-54kg thôi.",3,3
"Giao hàng nhanh, đóng gói đẹp.",5,5
Áo chất cứng.,2,2
Đồ của shop đẹp khỏi chê.,5,5
Chất lượng tốt so với giá.,5,5
Đầm xinh nè Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
"Vải ưng lắm ạ, mịn mịn mỏng nhưng mặc ấm lắm.",5,5
Vãi mõng vá.,3,2
Còn lại mọi thứ đều ổn.,3,3
Hàng đúng giá tiền.,4,5
Nhưng good.,4,5
Rất đáng tiền.,5,5
